City,Year,Month Number,Month,TotalBNBImputed,Month-Year,Monthly change in BNB
Luanshya,2009,4,April,1397.25,April 2009,-26.34
Luanshya,2009,5,May,1397.25,May 2009,0.0
Luanshya,2009,6,June,1397.25,June 2009,0.0
Luanshya,2009,7,July,1397.25,July 2009,0.0
Luanshya,2009,8,August,1397.25,August 2009,0.0
Luanshya,2009,9,September,1397.25,September 2009,3.82
Luanshya,2009,10,October,1397.25,October 2009,-43.31
Luanshya,2009,11,November,1397.25,November 2009,48.83
Luanshya,2009,12,December,1397.25,December 2009,-9.34
Luanshya,2010,1,January,1582.96,January 2010,122.07
Luanshya,2010,2,February,1582.96,February 2010,-12.82
Luanshya,2010,3,March,1582.96,March 2010,76.46
Luanshya,2010,4,April,1582.96,April 2010,0.0
Luanshya,2010,5,May,1582.96,May 2010,-71.93
Luanshya,2010,6,June,1582.96,June 2010,71.93
Luanshya,2010,7,July,1582.96,July 2010,0.0
Luanshya,2010,8,August,1582.96,August 2010,0.0
Luanshya,2010,9,September,1636.7,September 2010,53.74
Luanshya,2010,10,October,1582.96,October 2010,-53.74
Luanshya,2010,11,November,1582.96,November 2010,71.0
Luanshya,2010,12,December,1582.96,December 2010,16.26
Luanshya,2011,1,January,1711.62,January 2011,41.4
Luanshya,2011,2,February,1702.38,February 2011,-9.24
Luanshya,2011,3,March,1709.07,March 2011,6.69
Luanshya,2011,4,April,1709.07,April 2011,0.0
Luanshya,2011,5,May,1703.81,May 2011,-5.26
Luanshya,2011,6,June,1728.58,June 2011,24.77
Luanshya,2011,7,July,1729.09,July 2011,0.51
Luanshya,2011,8,August,1684.61,August 2011,-44.48
Luanshya,2011,9,September,1742.93,September 2011,58.32
Luanshya,2011,10,October,1752.71,October 2011,9.78
Luanshya,2011,11,November,1711.62,November 2011,-98.75
Luanshya,2011,12,December,1711.62,December 2011,57.66
Luanshya,2012,1,January,1884.75,January 2012,173.13
Luanshya,2012,2,February,1915.79,February 2012,31.04
Luanshya,2012,3,March,1881.99,March 2012,-33.8
Luanshya,2012,4,April,1866.97,April 2012,-15.02
Luanshya,2012,5,May,1911.82,May 2012,44.85
Luanshya,2012,6,June,1911.82,June 2012,0.0
Luanshya,2012,7,July,1911.82,July 2012,0.0
Luanshya,2012,8,August,1901.47,August 2012,-10.35
Luanshya,2012,9,September,1919.47,September 2012,18.0
Luanshya,2012,10,October,1930.03,October 2012,10.56
Luanshya,2012,11,November,1952.59,November 2012,22.56
Luanshya,2012,12,December,1953.29,December 2012,0.7
Luanshya,2013,1,January,2209.47,January 2013,256.18
Luanshya,2013,2,February,2202.26,February 2013,-7.21
Luanshya,2013,3,March,2207.8,March 2013,5.54
Luanshya,2013,4,April,2203.45,April 2013,-4.35
Luanshya,2013,5,May,2245.39,May 2013,182.61
Luanshya,2013,6,June,2284.52,June 2013,-101.54
Luanshya,2013,7,July,2266.53,July 2013,-17.99
Luanshya,2013,8,August,2227.29,August 2013,-39.24
Luanshya,2013,9,September,2209.06,September 2013,-18.23
Luanshya,2013,10,October,2226.1,October 2013,17.04
Luanshya,2013,11,November,2205.85,November 2013,-20.25
Luanshya,2013,12,December,2316.29,December 2013,110.44
Luanshya,2014,1,January,2638.41,January 2014,-157.36
Luanshya,2014,2,February,2638.41,February 2014,479.48
Luanshya,2014,3,March,2638.41,March 2014,-479.48
Luanshya,2014,4,April,2567.55,April 2014,408.62
Luanshya,2014,5,May,2682.22,May 2014,114.67
Luanshya,2014,6,June,2638.41,June 2014,-43.81
Luanshya,2014,7,July,2670.48,July 2014,32.07
Luanshya,2014,8,August,2746.31,August 2014,75.83
Luanshya,2014,9,September,2901.91,September 2014,155.6
Luanshya,2014,10,October,2638.41,October 2014,-263.5
Luanshya,2014,11,November,2954.81,November 2014,316.4
Luanshya,2014,12,December,2904.56,December 2014,-50.25
Luanshya,2015,1,January,2831.28,January 2015,-217.86
Luanshya,2015,2,February,2831.28,February 2015,6.24
Luanshya,2015,3,March,2831.28,March 2015,36.41
Luanshya,2015,4,April,2831.28,April 2015,101.93
Luanshya,2015,5,May,2831.28,May 2015,0.0
Luanshya,2015,6,June,2831.28,June 2015,0.0
Luanshya,2015,7,July,2831.28,July 2015,0.0
Luanshya,2015,8,August,2831.28,August 2015,0.0
Luanshya,2015,9,September,2831.28,September 2015,0.0
Luanshya,2015,10,October,2831.28,October 2015,0.0
Luanshya,2015,11,November,2831.28,November 2015,0.0
Luanshya,2015,12,December,2831.28,December 2015,384.84
Luanshya,2016,1,January,3729.5,January 2016,
Luanshya,2016,2,February,3672.02,February 2016,53.58
Luanshya,2016,3,March,3729.5,March 2016,
Luanshya,2016,4,April,3812.1,April 2016,542.4
Luanshya,2016,5,May,3723.61,May 2016,-88.49
Luanshya,2016,6,June,3663.63,June 2016,-59.98
Luanshya,2016,7,July,3729.5,July 2016,
Luanshya,2016,8,August,3729.5,August 2016,
Luanshya,2016,9,September,3715.71,September 2016,52.08
Luanshya,2016,10,October,3809.73,October 2016,94.02
Luanshya,2016,11,November,3729.5,November 2016,
Luanshya,2016,12,December,3709.68,December 2016,-100.05
Luanshya,2017,1,January,3701.76,January 2017,-7.92
Luanshya,2017,2,February,3699.12,February 2017,-2.64
Luanshya,2017,3,March,3681.74,March 2017,-17.38
Luanshya,2017,4,April,3688.43,April 2017,6.69
Luanshya,2017,5,May,3717.82,May 2017,573.74
Luanshya,2017,6,June,3713.41,June 2017,-548.76
Luanshya,2017,7,July,3694.85,July 2017,-18.56
Luanshya,2017,8,August,3688.01,August 2017,-6.84
Luanshya,2017,9,September,3717.82,September 2017,-102.13
Luanshya,2017,10,October,3661.04,October 2017,75.16
Luanshya,2017,11,November,3668.43,November 2017,7.39
Luanshya,2017,12,December,3717.82,December 2017,-99.49
Luanshya,2018,1,January,3813.43,January 2018,244.49
Luanshya,2018,2,February,3709.58,February 2018,-103.85
Luanshya,2018,3,March,3908.45,March 2018,198.87
Luanshya,2018,4,April,3986.79,April 2018,78.34
Luanshya,2018,5,May,3806.58,May 2018,-180.21
Luanshya,2018,6,June,3887.02,June 2018,80.44
Luanshya,2018,7,July,3776.09,July 2018,-110.93
Luanshya,2018,8,August,3887.37,August 2018,111.28
Luanshya,2018,9,September,3888.15,September 2018,0.78
Luanshya,2018,10,October,4009.53,October 2018,121.38
Luanshya,2018,11,November,4016.51,November 2018,6.98
Luanshya,2018,12,December,4025.0,December 2018,8.49
Luanshya,2019,1,January,4041.72,January 2019,16.72
Luanshya,2019,2,February,3851.67,February 2019,-190.05
Luanshya,2019,3,March,3935.94,March 2019,84.27
Luanshya,2019,4,April,3963.7,April 2019,27.76
Luanshya,2019,5,May,3936.84,May 2019,-26.86
Luanshya,2019,6,June,3931.12,June 2019,-5.72
Luanshya,2019,7,July,4378.03,July 2019,446.91
Luanshya,2019,8,August,4783.02,August 2019,404.99
Luanshya,2019,9,September,4970.03,September 2019,187.01
Luanshya,2019,10,October,5140.54,October 2019,170.51
Luanshya,2019,11,November,4603.3,November 2019,-537.24
Luanshya,2019,12,December,4511.58,December 2019,-91.72
Luanshya,2020,1,January,4914.74,January 2020,403.16
Luanshya,2020,2,February,5275.8,February 2020,361.06
Luanshya,2020,3,March,5491.01,March 2020,215.21
Luanshya,2020,4,April,5280.69,April 2020,-210.32
Luanshya,2020,5,May,5479.33,May 2020,198.64
Luanshya,2020,6,June,5270.19,June 2020,-209.14
Luanshya,2020,7,July,5563.03,July 2020,292.84
Luanshya,2020,8,August,5511.7,August 2020,-51.33
Luanshya,2020,9,September,5162.82,September 2020,-348.88
Luanshya,2020,10,October,5137.41,October 2020,-25.41
Luanshya,2020,11,November,5059.39,November 2020,-78.02
Luanshya,2020,12,December,5120.98,December 2020,61.59
Luanshya,2021,1,January,5246.75,January 2021,125.77
Luanshya,2021,2,February,5470.09,February 2021,223.34
Luanshya,2021,3,March,5774.22,March 2021,304.13
Luanshya,2021,4,April,5947.5,April 2021,173.28
Luanshya,2021,5,May,6095.54,May 2021,148.04
Luanshya,2021,6,June,5885.69,June 2021,-209.85
Luanshya,2021,7,July,6011.37,July 2021,125.68
Luanshya,2021,8,August,5406.29,August 2021,-3192.2
Luanshya,2021,9,September,5729.68,September 2021,
Luanshya,2021,10,October,5729.68,October 2021,
Luanshya,2021,11,November,5729.68,November 2021,
Luanshya,2021,12,December,5729.68,December 2021,
Lusaka,1999,1,January,240.92,January 1999,
Lusaka,1999,2,February,244.81,February 1999,3.89
Lusaka,1999,3,March,252.16,March 1999,7.35
Lusaka,1999,4,April,252.74,April 1999,0.58
Lusaka,1999,5,May,246.99,May 1999,-5.75
Lusaka,1999,6,June,246.99,June 1999,0.0
Lusaka,1999,7,July,250.66,July 1999,3.67
Lusaka,1999,8,August,246.99,August 1999,-3.67
Lusaka,1999,9,September,239.84,September 1999,-7.15
Lusaka,1999,10,October,242.79,October 1999,2.95
Lusaka,1999,11,November,241.48,November 1999,-1.31
Lusaka,1999,12,December,257.48,December 1999,16.0
Lusaka,2000,1,January,264.17,January 2000,6.69
Lusaka,2000,2,February,265.32,February 2000,1.15
Lusaka,2000,3,March,276.88,March 2000,11.56
Lusaka,2000,4,April,273.39,April 2000,-3.49
Lusaka,2000,5,May,270.19,May 2000,-3.2
Lusaka,2000,6,June,277.87,June 2000,7.68
Lusaka,2000,7,July,277.63,July 2000,-0.24
Lusaka,2000,8,August,272.31,August 2000,-5.32
Lusaka,2000,9,September,278.38,September 2000,6.07
Lusaka,2000,10,October,276.88,October 2000,-1.5
Lusaka,2000,11,November,276.88,November 2000,0.0
Lusaka,2000,12,December,276.88,December 2000,35.82
Lusaka,2001,1,January,869.85,January 2001,557.15
Lusaka,2001,2,February,869.85,February 2001,0.0
Lusaka,2001,3,March,869.85,March 2001,0.0
Lusaka,2001,4,April,869.85,April 2001,0.0
Lusaka,2001,5,May,869.85,May 2001,0.0
Lusaka,2001,6,June,869.85,June 2001,-26.18
Lusaka,2001,7,July,869.85,July 2001,4.27
Lusaka,2001,8,August,863.2,August 2001,15.26
Lusaka,2001,9,September,872.76,September 2001,9.56
Lusaka,2001,10,October,873.82,October 2001,1.06
Lusaka,2001,11,November,869.85,November 2001,18.9
Lusaka,2001,12,December,869.85,December 2001,2.09
Lusaka,2002,1,January,829.25,January 2002,-65.56
Lusaka,2002,2,February,829.52,February 2002,-12.14
Lusaka,2002,3,March,824.6,March 2002,7.49
Lusaka,2002,4,April,825.5,April 2002,0.9
Lusaka,2002,5,May,829.52,May 2002,-11.15
Lusaka,2002,6,June,827.95,June 2002,13.6
Lusaka,2002,7,July,831.35,July 2002,3.4
Lusaka,2002,8,August,829.52,August 2002,-1.83
Lusaka,2002,9,September,825.1,September 2002,-4.42
Lusaka,2002,10,October,836.55,October 2002,11.45
Lusaka,2002,11,November,829.52,November 2002,26.85
Lusaka,2002,12,December,829.52,December 2002,-33.88
Lusaka,2003,1,January,1029.15,January 2003,199.63
Lusaka,2003,2,February,1035.9,February 2003,6.75
Lusaka,2003,3,March,1033.75,March 2003,-2.15
Lusaka,2003,4,April,1030.85,April 2003,-2.9
Lusaka,2003,5,May,1028.65,May 2003,-2.2
Lusaka,2003,6,June,1028.71,June 2003,-19.25
Lusaka,2003,7,July,1028.71,July 2003,-4.0
Lusaka,2003,8,August,1028.71,August 2003,23.31
Lusaka,2003,9,September,1027.45,September 2003,-1.26
Lusaka,2003,10,October,1032.1,October 2003,4.65
Lusaka,2003,11,November,1032.8,November 2003,0.7
Lusaka,2003,12,December,1028.71,December 2003,17.6
Lusaka,2004,1,January,1106.14,January 2004,15.5
Lusaka,2004,2,February,1078.75,February 2004,12.85
Lusaka,2004,3,March,1094.1,March 2004,15.35
Lusaka,2004,4,April,1110.15,April 2004,16.05
Lusaka,2004,5,May,1113.9,May 2004,3.75
Lusaka,2004,6,June,1118.7,June 2004,4.8
Lusaka,2004,7,July,1105.1,July 2004,-13.6
Lusaka,2004,8,August,1100.2,August 2004,-4.9
Lusaka,2004,9,September,1097.1,September 2004,-3.1
Lusaka,2004,10,October,1127.5,October 2004,30.4
Lusaka,2004,11,November,1114.4,November 2004,-13.1
Lusaka,2004,12,December,1106.14,December 2004,33.44
Lusaka,2005,1,January,1340.84,January 2005,193.0
Lusaka,2005,2,February,1332.47,February 2005,-8.37
Lusaka,2005,3,March,1331.95,March 2005,-0.52
Lusaka,2005,4,April,1331.92,April 2005,-0.03
Lusaka,2005,5,May,1352.13,May 2005,20.21
Lusaka,2005,6,June,1349.65,June 2005,-2.48
Lusaka,2005,7,July,1361.77,July 2005,12.12
Lusaka,2005,8,August,1358.99,August 2005,-2.78
Lusaka,2005,9,September,1347.89,September 2005,-11.1
Lusaka,2005,10,October,1352.86,October 2005,4.97
Lusaka,2005,11,November,1345.55,November 2005,-7.31
Lusaka,2005,12,December,1368.7,December 2005,23.15
Lusaka,2006,1,January,1417.67,January 2006,48.97
Lusaka,2006,2,February,1417.67,February 2006,0.0
Lusaka,2006,3,March,1408.05,March 2006,-9.62
Lusaka,2006,4,April,1417.67,April 2006,9.62
Lusaka,2006,5,May,1421.85,May 2006,4.18
Lusaka,2006,6,June,1417.67,June 2006,-42.6
Lusaka,2006,7,July,1417.67,July 2006,-2.95
Lusaka,2006,8,August,1421.65,August 2006,45.35
Lusaka,2006,9,September,1417.67,September 2006,28.6
Lusaka,2006,10,October,1422.95,October 2006,-27.3
Lusaka,2006,11,November,1436.4,November 2006,13.45
Lusaka,2006,12,December,1442.35,December 2006,5.95
Lusaka,2007,1,January,1541.05,January 2007,98.7
Lusaka,2007,2,February,1543.65,February 2007,2.6
Lusaka,2007,3,March,1560.05,March 2007,16.4
Lusaka,2007,4,April,1550.7,April 2007,-9.35
Lusaka,2007,5,May,1545.45,May 2007,-5.25
Lusaka,2007,6,June,1517.1,June 2007,-28.35
Lusaka,2007,7,July,1519.7,July 2007,2.6
Lusaka,2007,8,August,1530.95,August 2007,11.25
Lusaka,2007,9,September,1534.55,September 2007,3.6
Lusaka,2007,10,October,1582.75,October 2007,48.2
Lusaka,2007,11,November,1598.45,November 2007,15.7
Lusaka,2007,12,December,1555.11,December 2007,38.45
Lusaka,2008,1,January,1836.8,January 2008,199.9
Lusaka,2008,2,February,1870.65,February 2008,33.85
Lusaka,2008,3,March,1880.3,March 2008,9.65
Lusaka,2008,4,April,1939.8,April 2008,59.5
Lusaka,2008,5,May,1884.34,May 2008,-55.46
Lusaka,2008,6,June,1941.35,June 2008,57.01
Lusaka,2008,7,July,1893.15,July 2008,-48.2
Lusaka,2008,8,August,1833.3,August 2008,-59.85
Lusaka,2008,9,September,1828.1,September 2008,-5.2
Lusaka,2008,10,October,1854.85,October 2008,26.75
Lusaka,2008,11,November,1914.45,November 2008,59.6
Lusaka,2008,12,December,1934.95,December 2008,20.5
Lusaka,2009,1,January,2258.98,January 2009,324.03
Lusaka,2009,2,February,2199.88,February 2009,-59.1
Lusaka,2009,3,March,2213.93,March 2009,14.05
Lusaka,2009,4,April,2219.23,April 2009,5.3
Lusaka,2009,5,May,2240.28,May 2009,21.05
Lusaka,2009,6,June,2168.73,June 2009,-71.55
Lusaka,2009,7,July,2226.93,July 2009,58.2
Lusaka,2009,8,August,2235.73,August 2009,8.8
Lusaka,2009,9,September,2243.68,September 2009,7.95
Lusaka,2009,10,October,2201.03,October 2009,-42.65
Lusaka,2009,11,November,2254.63,November 2009,53.6
Lusaka,2009,12,December,2276.73,December 2009,22.1
Lusaka,2010,1,January,2695.43,January 2010,418.7
Lusaka,2010,2,February,2712.98,February 2010,17.55
Lusaka,2010,3,March,2772.53,March 2010,59.55
Lusaka,2010,4,April,2778.68,April 2010,6.15
Lusaka,2010,5,May,2798.58,May 2010,19.9
Lusaka,2010,6,June,2799.28,June 2010,0.7
Lusaka,2010,7,July,2813.08,July 2010,13.8
Lusaka,2010,8,August,2828.78,August 2010,15.7
Lusaka,2010,9,September,2850.68,September 2010,21.9
Lusaka,2010,10,October,2878.53,October 2010,27.85
Lusaka,2010,11,November,2861.48,November 2010,-17.05
Lusaka,2010,12,December,2897.43,December 2010,35.95
Lusaka,2011,1,January,2971.41,January 2011,421.67
Lusaka,2011,2,February,2982.35,February 2011,-336.75
Lusaka,2011,3,March,3011.8,March 2011,29.45
Lusaka,2011,4,April,3003.55,April 2011,-8.25
Lusaka,2011,5,May,2917.35,May 2011,-86.2
Lusaka,2011,6,June,2928.75,June 2011,11.4
Lusaka,2011,7,July,2922.8,July 2011,-5.95
Lusaka,2011,8,August,2930.55,August 2011,7.75
Lusaka,2011,9,September,2918.6,September 2011,-11.95
Lusaka,2011,10,October,2913.35,October 2011,-5.25
Lusaka,2011,11,November,2904.55,November 2011,-8.8
Lusaka,2011,12,December,2904.15,December 2011,-0.4
Lusaka,2012,1,January,2968.28,January 2012,64.13
Lusaka,2012,2,February,2996.32,February 2012,28.04
Lusaka,2012,3,March,2935.48,March 2012,-60.84
Lusaka,2012,4,April,2907.54,April 2012,-27.94
Lusaka,2012,5,May,2909.82,May 2012,2.28
Lusaka,2012,6,June,3395.66,June 2012,485.84
Lusaka,2012,7,July,3445.0,July 2012,49.34
Lusaka,2012,8,August,3456.36,August 2012,11.36
Lusaka,2012,9,September,3455.5,September 2012,-0.86
Lusaka,2012,10,October,3450.06,October 2012,-5.44
Lusaka,2012,11,November,3475.72,November 2012,25.66
Lusaka,2012,12,December,3532.1,December 2012,56.38
Lusaka,2013,1,January,3469.68,January 2013,-62.42
Lusaka,2013,2,February,3645.44,February 2013,175.76
Lusaka,2013,3,March,3616.18,March 2013,-29.26
Lusaka,2013,4,April,3593.6,April 2013,-22.58
Lusaka,2013,5,May,3625.2,May 2013,31.6
Lusaka,2013,6,June,3684.46,June 2013,59.26
Lusaka,2013,7,July,3638.42,July 2013,-46.04
Lusaka,2013,8,August,3581.13,August 2013,-57.29
Lusaka,2013,9,September,3536.69,September 2013,-44.44
Lusaka,2013,10,October,3575.37,October 2013,38.68
Lusaka,2013,11,November,3557.81,November 2013,-17.56
Lusaka,2013,12,December,3538.54,December 2013,-19.27
Lusaka,2014,1,January,3605.01,January 2014,66.47
Lusaka,2014,2,February,3619.73,February 2014,14.72
Lusaka,2014,3,March,3687.82,March 2014,68.09
Lusaka,2014,4,April,3650.01,April 2014,-37.81
Lusaka,2014,5,May,3636.46,May 2014,-13.55
Lusaka,2014,6,June,3681.14,June 2014,44.68
Lusaka,2014,7,July,3692.34,July 2014,11.2
Lusaka,2014,8,August,3742.6,August 2014,50.26
Lusaka,2014,9,September,3703.02,September 2014,-39.58
Lusaka,2014,10,October,3635.83,October 2014,-67.19
Lusaka,2014,11,November,3694.44,November 2014,58.61
Lusaka,2014,12,December,3687.8,December 2014,210.78
Lusaka,2015,1,January,3793.59,January 2015,-111.63
Lusaka,2015,2,February,3767.68,February 2015,-25.91
Lusaka,2015,3,March,3797.55,March 2015,29.87
Lusaka,2015,4,April,3580.8,April 2015,-216.75
Lusaka,2015,5,May,3580.8,May 2015,0.0
Lusaka,2015,6,June,3580.8,June 2015,0.0
Lusaka,2015,7,July,3580.8,July 2015,0.0
Lusaka,2015,8,August,3580.8,August 2015,0.0
Lusaka,2015,9,September,3580.8,September 2015,0.0
Lusaka,2015,10,October,3580.8,October 2015,-1407.36
Lusaka,2015,11,November,3580.8,November 2015,1407.36
Lusaka,2015,12,December,3580.8,December 2015,790.96
Lusaka,2016,1,January,4201.04,January 2016,-170.72
Lusaka,2016,2,February,4218.01,February 2016,16.97
Lusaka,2016,3,March,4700.88,March 2016,
Lusaka,2016,4,April,4293.95,April 2016,75.94
Lusaka,2016,5,May,4817.41,May 2016,523.46
Lusaka,2016,6,June,4810.52,June 2016,-6.89
Lusaka,2016,7,July,4820.7,July 2016,10.18
Lusaka,2016,8,August,4870.89,August 2016,50.19
Lusaka,2016,9,September,4934.09,September 2016,63.2
Lusaka,2016,10,October,5036.28,October 2016,102.19
Lusaka,2016,11,November,5005.92,November 2016,-30.36
Lusaka,2016,12,December,4700.88,December 2016,
Lusaka,2017,1,January,4924.03,January 2017,-81.89
Lusaka,2017,2,February,4918.76,February 2017,-5.27
Lusaka,2017,3,March,5017.09,March 2017,98.33
Lusaka,2017,4,April,4973.03,April 2017,-44.06
Lusaka,2017,5,May,4952.69,May 2017,-20.34
Lusaka,2017,6,June,4958.52,June 2017,5.83
Lusaka,2017,7,July,4859.35,July 2017,-99.17
Lusaka,2017,8,August,4928.37,August 2017,69.02
Lusaka,2017,9,September,4883.57,September 2017,-44.8
Lusaka,2017,10,October,4869.47,October 2017,-14.1
Lusaka,2017,11,November,4924.54,November 2017,55.07
Lusaka,2017,12,December,4957.47,December 2017,32.93
Lusaka,2018,1,January,5229.14,January 2018,271.67
Lusaka,2018,2,February,5375.45,February 2018,146.31
Lusaka,2018,3,March,5359.28,March 2018,199.36
Lusaka,2018,4,April,5433.04,April 2018,-141.77
Lusaka,2018,5,May,5369.49,May 2018,-63.55
Lusaka,2018,6,June,5247.99,June 2018,-121.5
Lusaka,2018,7,July,5256.29,July 2018,8.3
Lusaka,2018,8,August,5402.31,August 2018,146.02
Lusaka,2018,9,September,5356.36,September 2018,-45.95
Lusaka,2018,10,October,5317.95,October 2018,-38.41
Lusaka,2018,11,November,5324.4,November 2018,6.45
Lusaka,2018,12,December,5424.18,December 2018,99.78
Lusaka,2019,1,January,5395.35,January 2019,-28.83
Lusaka,2019,2,February,5331.12,February 2019,-64.23
Lusaka,2019,3,March,5543.16,March 2019,212.04
Lusaka,2019,4,April,5519.47,April 2019,-23.69
Lusaka,2019,5,May,5457.64,May 2019,-61.83
Lusaka,2019,6,June,5286.01,June 2019,-171.63
Lusaka,2019,7,July,6024.35,July 2019,738.34
Lusaka,2019,8,August,6214.99,August 2019,190.64
Lusaka,2019,9,September,6337.85,September 2019,122.86
Lusaka,2019,10,October,6338.79,October 2019,0.94
Lusaka,2019,11,November,6481.17,November 2019,142.38
Lusaka,2019,12,December,6627.47,December 2019,146.3
Lusaka,2020,1,January,7156.59,January 2020,783.49
Lusaka,2020,2,February,7015.9,February 2020,-395.06
Lusaka,2020,3,March,6988.63,March 2020,-27.27
Lusaka,2020,4,April,7158.67,April 2020,170.04
Lusaka,2020,5,May,7195.6,May 2020,36.93
Lusaka,2020,6,June,7064.57,June 2020,-131.03
Lusaka,2020,7,July,7204.24,July 2020,139.67
Lusaka,2020,8,August,7178.22,August 2020,-26.02
Lusaka,2020,9,September,7071.37,September 2020,-106.85
Lusaka,2020,10,October,7060.29,October 2020,-11.08
Lusaka,2020,11,November,7126.62,November 2020,66.33
Lusaka,2020,12,December,7156.59,December 2020,277.43
Lusaka,2021,1,January,8394.01,January 2021,989.96
Lusaka,2021,2,February,8512.31,February 2021,118.3
Lusaka,2021,3,March,8644.5,March 2021,132.19
Lusaka,2021,4,April,8516.95,April 2021,99.39
Lusaka,2021,5,May,8442.24,May 2021,-301.65
Lusaka,2021,6,June,8489.48,June 2021,47.24
Lusaka,2021,7,July,8495.52,July 2021,6.04
Lusaka,2021,8,August,8413.65,August 2021,-81.87
Lusaka,2021,9,September,8488.58,September 2021,
Lusaka,2021,10,October,8488.58,October 2021,
Lusaka,2021,11,November,8488.58,November 2021,
Lusaka,2021,12,December,8488.58,December 2021,
Mansa,2011,1,January,1429.67,January 2011,
Mansa,2011,2,February,1429.67,February 2011,0.0
Mansa,2011,3,March,1429.67,March 2011,0.0
Mansa,2011,4,April,1429.67,April 2011,0.0
Mansa,2011,5,May,1429.67,May 2011,0.0
Mansa,2011,6,June,1429.67,June 2011,-58.19
Mansa,2011,7,July,1429.67,July 2011,116.37
Mansa,2011,8,August,1429.67,August 2011,-58.18
Mansa,2011,9,September,1429.67,September 2011,0.0
Mansa,2011,10,October,1429.67,October 2011,0.0
Mansa,2011,11,November,1429.67,November 2011,0.0
Mansa,2011,12,December,1429.67,December 2011,0.0
Mansa,2012,1,January,2004.72,January 2012,276.37
Mansa,2012,2,February,2004.72,February 2012,69.81
Mansa,2012,3,March,2004.72,March 2012,228.87
Mansa,2012,4,April,2004.72,April 2012,0.0
Mansa,2012,5,May,2058.06,May 2012,53.34
Mansa,2012,6,June,2057.26,June 2012,-0.8
Mansa,2012,7,July,2051.06,July 2012,-6.2
Mansa,2012,8,August,2059.5,August 2012,8.44
Mansa,2012,9,September,2058.82,September 2012,-0.68
Mansa,2012,10,October,2076.56,October 2012,17.74
Mansa,2012,11,November,2056.86,November 2012,-19.7
Mansa,2012,12,December,2004.72,December 2012,90.28
Mansa,2013,1,January,2060.53,January 2013,-86.61
Mansa,2013,2,February,2012.43,February 2013,-48.1
Mansa,2013,3,March,2373.11,March 2013,360.68
Mansa,2013,4,April,2327.29,April 2013,-45.82
Mansa,2013,5,May,2351.56,May 2013,24.27
Mansa,2013,6,June,2172.99,June 2013,-178.57
Mansa,2013,7,July,2164.52,July 2013,-8.47
Mansa,2013,8,August,2154.85,August 2013,-9.67
Mansa,2013,9,September,2137.99,September 2013,-16.86
Mansa,2013,10,October,2162.33,October 2013,24.34
Mansa,2013,11,November,2195.26,November 2013,32.93
Mansa,2013,12,December,2218.36,December 2013,23.1
Mansa,2014,1,January,2247.85,January 2014,29.49
Mansa,2014,2,February,2259.94,February 2014,12.09
Mansa,2014,3,March,2157.39,March 2014,-102.55
Mansa,2014,4,April,2301.48,April 2014,144.09
Mansa,2014,5,May,2157.39,May 2014,-144.09
Mansa,2014,6,June,2157.39,June 2014,0.0
Mansa,2014,7,July,1930.29,July 2014,-227.1
Mansa,2014,8,August,2051.7,August 2014,121.41
Mansa,2014,9,September,2099.43,September 2014,47.73
Mansa,2014,10,October,2103.46,October 2014,4.03
Mansa,2014,11,November,2147.92,November 2014,44.46
Mansa,2014,12,December,2274.41,December 2014,126.49
Mansa,2015,1,January,2547.44,January 2015,330.16
Mansa,2015,2,February,2547.44,February 2015,20.39
Mansa,2015,3,March,2547.44,March 2015,-216.53
Mansa,2015,4,April,2547.44,April 2015,139.01
Mansa,2015,5,May,2547.44,May 2015,0.0
Mansa,2015,6,June,2547.44,June 2015,0.0
Mansa,2015,7,July,2547.44,July 2015,0.0
Mansa,2015,8,August,2547.44,August 2015,0.0
Mansa,2015,9,September,2547.44,September 2015,0.0
Mansa,2015,10,October,2547.44,October 2015,0.0
Mansa,2015,11,November,2547.44,November 2015,0.0
Mansa,2015,12,December,2547.44,December 2015,4.37
Mansa,2016,1,January,2712.14,January 2016,160.33
Mansa,2016,2,February,2807.54,February 2016,95.4
Mansa,2016,3,March,2759.89,March 2016,
Mansa,2016,4,April,2813.84,April 2016,6.3
Mansa,2016,5,May,2776.5,May 2016,145.38
Mansa,2016,6,June,2887.92,June 2016,-71.3
Mansa,2016,7,July,2702.45,July 2016,-185.47
Mansa,2016,8,August,2731.71,August 2016,29.26
Mansa,2016,9,September,2738.14,September 2016,6.43
Mansa,2016,10,October,2715.96,October 2016,-22.18
Mansa,2016,11,November,2714.57,November 2016,-1.39
Mansa,2016,12,December,2758.0,December 2016,-1956.57
Mansa,2017,1,January,3167.45,January 2017,2409.45
Mansa,2017,2,February,3137.83,February 2017,-29.62
Mansa,2017,3,March,3103.45,March 2017,-34.38
Mansa,2017,4,April,3319.76,April 2017,216.31
Mansa,2017,5,May,3241.22,May 2017,-78.54
Mansa,2017,6,June,3241.33,June 2017,0.11
Mansa,2017,7,July,3230.86,July 2017,-10.47
Mansa,2017,8,August,3207.35,August 2017,-23.51
Mansa,2017,9,September,2673.79,September 2017,-533.56
Mansa,2017,10,October,2940.46,October 2017,266.67
Mansa,2017,11,November,2945.15,November 2017,4.69
Mansa,2017,12,December,2751.78,December 2017,-193.37
Mansa,2018,1,January,2960.87,January 2018,209.09
Mansa,2018,2,February,2936.14,February 2018,-240.05
Mansa,2018,3,March,2894.82,March 2018,174.0
